year_month,category,amount,monthly_amount_lag1,rolling_mean_3m,monthly_change,monthly_pct_change,rolling_var_3m,cumulative_spend,category_ratio,category_encoded
2020-02-01,Bonus,0.23706378485794044,0.16854524933208243,0.3798430911358317,0.4363185848868518,1.4445513859856121e-05,0.20237239553665223,0.2170349976885252,0.577977081359213,7
2020-03-01,Bonus,0.18742548133977682,0.23706382958458144,0.25566881109876033,0.33039727694716164,8.11981091412448e-06,0.009766933109948901,0.22351896526896048,0.3034834826459888,7
2020-04-01,Bonus,0.3494291959342674,0.1874255289764312,0.3336514325345676,0.5201229864953075,1.914764017873294e-05,0.0537199858914431,0.23560743495482808,0.6063890336400282,7
2020-05-01,Bonus,0.4740838148497805,0.349429234073559,0.43583539433966834,0.486641526897319,1.3934136280727542e-05,0.16109696099648285,0.25200831856226885,0.7740161214826619,7
2020-06-01,Bonus,0.4848024043028541,0.47408384568127593,0.5640403909335158,0.3845039918953915,1.0502507673838102e-05,0.044160524003864284,0.2687800106867081,0.8671770624744305,7
2020-07-01,Bonus,0.2716802521865498,0.4848024345059791,0.5305213035442464,0.18384278152350758,5.755382259304641e-06,0.11242120900089875,0.2781787635347863,0.727117480965824,7
2020-08-01,Bonus,0.4134454678257257,0.27168029488382284,0.5043789284190565,0.501980258464607,1.5629479570521995e-05,0.09176647704964182,0.29248186966584694,0.7732528440231975,7
2020-09-01,Bonus,0.3391987459128996,0.4134455022121049,0.44160634895345496,0.30833715069047557,8.425945145211097e-06,0.039207843089465275,0.3042164179689376,0.5521137943347285,7
2020-10-01,Bonus,0.5131521137955459,0.3391987846519447,0.5457095822730597,0.5308352092815356,1.553732434956796e-05,0.05941052108335806,0.321968865423203,1.0,7
2020-11-01,Bonus,0.5668060189606778,0.5131521423366876,0.6118263096235821,0.42299319791783624,1.134414915725344e-05,0.11039437945795981,0.3415774642948315,0.9094372683323486,7
2020-12-01,Bonus,0.49171683982376646,0.5668060443563941,0.6775798372191669,0.30758193300719655,8.909707688786e-06,0.011666164907901126,0.35858836061611166,0.8098916239463573,7
2021-01-01,Bonus,0.6750796310153312,0.49171686962153716,0.747389950884881,0.5392702522358755,1.4100160910222759e-05,0.06625913862243123,0.38194267413534555,0.5083175958832934,7
2021-02-01,Bonus,0.624522672898377,0.6750796500635772,0.7722727270860785,0.32957375240728304,9.501151773051859e-06,0.06993944842850507,0.4035479748068187,0.44822979808133334,7
2021-03-01,Bonus,0.5253746489318649,0.6245226949104918,0.7867832656277524,0.2860144699537349,8.639798574721615e-06,0.04522406878211859,0.4217232596267376,0.5073755064840565,7
2021-04-01,Bonus,0.889146630577981,0.5253746767564684,0.879071727947985,0.7009974081817099,1.738156388477864e-05,0.27576144986424195,0.45248319932408415,0.6139504159655998,7
2021-05-01,Bonus,0.6511207952400312,0.8891466370766878,0.8905386977122727,0.16151796619749817,7.520909067227656e-06,0.2661601461526497,0.47500865934522085,0.45682886569343734,7
2021-06-01,Bonus,0.4767392933582596,0.6511208156928484,0.8695710465121531,0.21857169509014582,7.519717833805635e-06,0.3341907954408293,0.4915014089628267,0.4032897358993356,7
2021-07-01,Bonus,0.6428246110656248,0.47673932403407926,0.7633768154403217,0.5237819246097223,1.3848274134447459e-05,0.07545862130150167,0.5137398633323406,0.5651449226149424,7
2021-08-01,Bonus,0.4612174118972019,0.6428246320048003,0.6815057597711819,0.2120942453052911,7.368774625332883e-06,0.07902525764151283,0.5296956350322083,0.36014184073954925,7
2021-09-01,Bonus,0.5475809450889435,0.46121744348298177,0.7120469787344387,0.4523156237846182,1.2193445025958559e-05,0.06434573088841504,0.548639144419556,0.4736950557899633,7
2021-10-01,Bonus,0.505208611041561,0.5475809716117173,0.652718034717708,0.3369108285835165,9.475572505955176e-06,0.014541837642680404,0.5661167872002332,0.4125153196901747,7
2021-11-01,Bonus,0.5461565304155467,0.5052086400483854,0.6893369468102272,0.4116029636381256,1.1102733673533091e-05,0.0045151080526061255,0.5850110191061598,0.47651135663275096,7
2021-12-01,Bonus,0.28763645868342763,0.5461565570218258,0.5772698043361411,0.14314598327933534,5.408879535236483e-06,0.15055707354594827,0.59496177530262,0.2714212863183605,7
2022-01-01,Bonus,0.6799605490987964,0.2876365004452784,0.652608776170811,0.7265928411852776,2.4278667992187145e-05,0.31015993435495287,0.6184849436888159,0.4649089828254406,7
2022-02-01,Bonus,0.33389572968152564,0.6799605678609016,0.5610990014244657,0.0646668158630721,5.043211918389751e-06,0.3584598373252233,0.63003603468225,0.3002194571048429,7
2022-03-01,Bonus,0.6365923370516936,0.33389576873145665,0.7115406925679353,0.6462466133076272,1.958101993837885e-05,0.2771659139267012,0.6520588841631961,0.4617699419677751,7
2022-04-01,Bonus,0.6872774020048711,0.6365923583562322,0.7146951306882645,0.4203317920175753,1.108802484733829e-05,0.2847114047951769,0.6758351783349328,0.5225718782675283,7
2022-05-01,Bonus,0.5442558821502418,0.6872774203380305,0.8053854988648211,0.24668423575940787,8.133052015704576e-06,0.04100320668008568,0.6946636575065395,0.40103810931035355,7
2022-06-01,Bonus,0.7228568136563184,0.5442559088679452,0.8425757987006933,0.5350015006162558,1.3640591995478193e-05,0.06968476698031169,0.7196708178223624,0.5116713924077868,7
2022-07-01,Bonus,0.40435273985542614,0.722856829903658,0.7206014538666504,0.0893735450105897,5.744985733653325e-06,0.19873271910947643,0.7336593619498218,0.38942165751856767,7
2022-08-01,Bonus,0.6835646849223562,0.4043527747748606,0.7806601981933223,0.625193874070333,1.7362161601316365e-05,0.23516366511196826,0.7573072150499577,0.5968685539089333,7
2022-09-01,Bonus,0.6211399856950545,0.6835647034731713,0.7368080880417558,0.31893495949189943,9.332389562254879e-06,0.16745975155084994,0.7787954920000891,0.5204872920503193,7
2022-10-01,Bonus,0.40921175119366354,0.6211400079054772,0.7389029026825864,0.18491306458285214,6.766129376182715e-06,0.16125678067830118,0.7929521331328774,0.31857000844500544,7
2022-11-01,Bonus,0.5059567004554079,0.4092117858282416,0.6623326334877154,0.4616220060784564,1.269840427943425e-05,0.08777678743268626,0.8104556559910914,0.3731478505664721,7
2022-12-01,Bonus,0.5669827694818003,0.5059567294183759,0.6389844003734244,0.42960194712537,1.1509067745153475e-05,0.04935366599925209,0.8300703695291042,0.4441000054915754,7
2023-01-01,Bonus,0.1571943177433294,0.5669827948671546,0.5303347651725722,0.007541999794225596,2.8473586299814306e-06,0.3811602789082664,0.8355084930654688,0.22843216408718728,7
2023-02-01,Bonus,0.1450068790749386,0.15719436715226615,0.3747222510623952,0.36396996714440194,9.474031260117027e-06,0.4498488387033475,0.8405249933949349,0.2365515867576668,7
2023-03-01,Bonus,0.14300098318582205,0.14500692919835603,0.19193542642813058,0.3730971737611164,1.012823288598647e-05,0.0004600758330054252,0.8454720999591903,0.21595644513448667,7
2023-04-01,Bonus,0.06452578321044472,0.14300103342683385,0.15198421220556488,0.304546547067053,4.634191118081558e-06,0.01642665989848976,0.8477043649249851,0.1033742448520349,7
2023-05-01,Bonus,0.17440858857215522,0.06452583805201423,0.16465986312153044,0.4733993889097841,2.7760010514076994e-05,0.02497742900986227,0.8537380144179314,0.24563412194143525,7
2023-06-01,Bonus,0.0942697825777619,0.1744086369719165,0.1436508912560634,0.3030552135635217,5.551180905276464e-06,0.025188148137210535,0.8569992700306098,0.15086211795465707,7
2023-07-01,Bonus,0.16867330742480707,0.09426983567560873,0.1885509220120404,0.4415941182459995,1.837631521448137e-05,0.015583750786611426,0.8628345080528931,0.26179005556002055,7
2023-08-01,Bonus,0.16913620647614167,0.16867335616079548,0.1862778951681087,0.37531031591494257,1.0298489624279909e-05,0.014479170036829895,0.8686857600209941,0.2548647618789089,7
2023-09-01,Bonus,0.1496696821733099,0.16913625518499292,0.2101618733469689,0.3574446575713241,9.088247851125676e-06,0.0009621054917418288,0.8738635695515945,0.2244719082726679,7
2023-10-01,Bonus,0.17141456137513988,0.14966973202337353,0.21134368143706378,0.3943884688292333,1.176244368099306e-05,0.0011137433595067691,0.8797936409767697,0.27225224920470525,7
2023-11-01,Bonus,0.2916182477453705,0.17141460995042407,0.26414808040409,0.4826515047701666,1.74723583125909e-05,0.04557918073877699,0.8898821467627187,0.4584417289792195,7
2023-12-01,Bonus,0.4111698156395123,0.2916182892737914,0.3768858926938745,0.48206691555821,1.4480738954579361e-05,0.11205854159234739,0.9041065269367802,0.49342029867913323,7
2024-01-01,Bonus,0.12259151637101247,0.4111698501593001,0.3558373249163655,0.11620039564057105,3.062070656165353e-06,0.1639341228167602,0.9083475700627949,0.16335637799231068,7
2024-02-01,Bonus,0.25975239056653665,0.122591567808516,0.34209933183214875,0.49785271349414756,2.1761257929271176e-05,0.16247559667425934,0.9173336797456839,0.35203533081391675,7
2024-03-01,Bonus,0.24340959747011465,0.25975243396307285,0.2697746269267141,0.3602449149344831,9.624124717762827e-06,0.04376756220335519,0.9257544121559173,0.3262297541964618,7
2024-04-01,Bonus,0.26141456087938075,0.2434096418247365,0.32962395138338246,0.39103583505772566,1.1030001947763685e-05,0.0007720111046869622,0.934798024452504,0.34538305727752955,7
2024-05-01,Bonus,0.2646100882810835,0.2614146041784733,0.33171819969539673,0.3777599705597448,1.039584900928781e-05,0.0010187082249786816,0.9439521856960433,0.31356585578727736,7
2024-06-01,Bonus,0.3070310717138813,0.2646101313928403,0.35914665919872674,0.41292348650149785,1.1916800163174998e-05,0.005056323786361477,0.9545738965668163,0.40602271494976083,7
2024-07-01,Bonus,0.15424723945872967,0.3070311123387354,0.3129447349175604,0.23793284667544123,5.159591624620137e-06,0.048504932444781844,0.9599100662282821,0.2058667437774839,7
2024-08-01,Bonus,0.16225605977384666,0.154247289040437,0.2688179151718126,0.3820748293075691,1.080356217236464e-05,0.05766003635880951,0.965523300217751,0.21155686574336857,7
2024-09-01,Bonus,0.2568965327929495,0.16225610888604206,0.2472039367650543,0.4597354560827469,1.6260793163128415e-05,0.025417756047611498,0.9744106117900847,0.42100325862189925,7
2024-10-01,Bonus,0.2402426440839264,0.2568965763569085,0.2842782344180324,0.35996603441555586,9.604504114259813e-06,0.019905081064786688,0.9827217837685395,0.33480847353718307,7
2024-11-01,Bonus,0.14553502212836458,0.24024268862420886,0.27706946867715215,0.28999505202207504,6.2215519842787985e-06,0.028134525730215947,0.9877565551534705,0.1912748139087039,7
2024-12-01,Bonus,0.35390890728503366,0.14553507222081996,0.3188933971023681,0.5616913555282234,2.4975203510642038e-05,0.08487717687292563,1.0,0.44320312441841464,7
2022-10-01,Bonuus,0.02097898356637642,0.03371066906053405,0.03641380380807449,0.3634821298590189,6.391453672807209e-06,0.0003313245493486859,0.0029217213491134525,0.01633202587895254,8
2021-08-01,Boonus,0.025913716045727207,0.030813264057224225,0.03716237718653849,0.3705032208817476,8.637253232985132e-06,4.999364282635151e-05,0.002981790121183305,0.020234694018819256,9
2021-08-01,Bouns,0.026994290065766476,0.0435067934717903,0.04904264322368628,0.3600928290181188,6.372313344270205e-06,0.0006980831748757565,0.003935114154932605,0.02107846087738831,10
2022-08-01,Bouns,0.023046313588849086,0.02699434710759545,0.04033016069074064,0.37135620275353476,8.768241041040021e-06,0.0009186705827543676,0.004732401068475219,0.020123322789131155,10
2022-05-01,Bous,0.027521004418416734,0.02233440168396188,0.03125755810682794,0.3795449141062624,1.2655367316119283e-05,6.595393119026274e-05,0.002507961847807288,0.020278965536573216,11
2021-03-01,EDU,0.008330219365299719,0.018914092227392,0.019316724558257524,0.3654075293794194,4.523277765911042e-06,0.00025870687959079786,0.0015497776144527751,0.00804479412883084,12
2021-04-01,EDU,0.014156461128702296,0.008330277501297736,0.017848732332251604,0.3801182647838451,1.7453462893552065e-05,0.00021911163646717472,0.0020395209821292525,0.009774900650846142,12
2021-05-01,EDU,0.008991707824459943,0.014156518923140664,0.013571023517030146,0.3702654276372103,6.523339897242437e-06,7.935127392688716e-05,0.0023505902321157815,0.006308566625854174,12
2021-06-01,EDU,0.009864167764835416,0.008991765921678628,0.014232338616325961,0.3756774652691653,1.1266826198410578e-05,5.960005100958718e-05,0.0026918421454133284,0.008344388209388398,12
2021-07-01,EDU,0.008439276857846654,0.0098642258109067,0.01176754887182231,0.37361801354268814,8.78674433489728e-06,4.024448695076089e-06,0.0029838001020369865,0.007419424544918742,12
2021-08-01,EDU,0.015247036054171634,0.008439334987451245,0.014464342982114306,0.38099814248041836,1.8555111065758506e-05,0.00010052706515727275,0.0035112717988522355,0.011905610678920769,12
2021-09-01,EDU,0.015529918807764992,0.015247093784675756,0.01690695885802934,0.3751489409662261,1.046085272353404e-05,0.00012567684357983524,0.004048529795889507,0.013434404118925559,12
2021-10-01,EDU,0.006069062270920496,0.015529976521685295,0.015885113080570393,0.3664142016785556,4.013593130617398e-06,0.00022590382078180597,0.0042584904188347076,0.004955495610896597,12
2021-11-01,EDU,0.004006970817958819,0.006069120539477381,0.011039301539564545,0.3730467974543742,6.780760775053324e-06,0.00029441371021391306,0.00439711319672712,0.003495966374580439,12
2021-12-01,EDU,0.015246559820579727,0.0040070292074044795,0.010917139948729086,0.384971040027391,3.9078386945019924e-05,0.0002791674597795718,0.004924568418289471,0.014387017772697913,12
2022-01-01,EDU,0.0040317349647380355,0.015246617551111766,0.010038808376302047,0.36484186322320417,2.7158093418724306e-06,0.000327635781653562,0.005064047909332634,0.002756563749212859,12
2022-02-01,EDU,0.008364984417509004,0.004031793352731914,0.011917633111991587,0.3787798773123472,2.1308595651399952e-05,0.00024940406278239376,0.005353435726504043,0.007521264919710751,12
2022-03-01,EDU,0.013515450713994116,0.008365042551468941,0.011171318183106058,0.37951246834937763,1.659391048515331e-05,0.00017576732474196662,0.00582100340377843,0.009803759174301761,12
2022-04-01,EDU,0.008804548022840097,0.013515508546011305,0.013228971062690864,0.37067228035183153,6.690508930095764e-06,6.35684119799923e-05,0.006125597879375642,0.006694497590584053,12
2022-05-01,EDU,0.012496787060902886,0.008804606131030903,0.01501027183931008,0.37820524588120324,1.457721920079869e-05,4.790771285138948e-05,0.0065579249906990095,0.009208282322720127,12
2022-06-01,EDU,0.002530170449452085,0.012496844952638572,0.010274303073257123,0.3659608149178759,2.079362942846448e-06,0.00019797610302293983,0.00664545800935154,0.0017909208542826213,12
2022-07-01,EDU,0.009894646714717528,0.0025302289254742097,0.010744265899177062,0.381497209451449,4.016323410358111e-05,0.000208381122850406,0.006987764338834625,0.009529243310803731,12
2022-08-01,EDU,0.007177257839290432,0.009894704759002004,0.008450913009039137,0.37245935848761785,7.44974379914691e-06,0.00010814798946298229,0.007236062875275861,0.006266929654365446,12
2022-09-01,EDU,0.003649319390435905,0.00717731604288007,0.008933399964439684,0.37173274430053993,5.222001666451018e-06,7.646264586916559e-05,0.007362312738241106,0.003057922266250168,12
2022-10-01,EDU,0.010603282299476643,0.003649377800848648,0.00923890659832735,0.38112920626151875,2.9840716549303483e-05,9.42764430059119e-05,0.007729134244037942,0.008254575235666294,12
2022-11-01,EDU,0.013159704220838833,0.01060334030221782,0.011818056016940835,0.37718704680001586,1.2746450204208021e-05,0.00018888711093803572,0.008184394907396754,0.009705358639500618,12
2022-12-01,EDU,0.002800671129655834,0.013159762073711431,0.011452187185228589,0.3656090346063881,2.1857212094551517e-06,0.00022707681728081157,0.008281285869695933,0.0021936327554457212,12
2023-01-01,EDU,0.004967057739245364,0.0028007295898200314,0.009022300752392211,0.3768374010777968,1.8214523269306674e-05,0.00023279079549692416,0.008453122757432785,0.007218038819203692,12
2023-02-01,EDU,0.010353735897316847,0.004967116072406551,0.007812593032724113,0.37972421960483627,2.1408199984628733e-05,0.0001179512641214248,0.008811311230710531,0.016890185753492163,12
2023-03-01,EDU,0.007579147938619738,0.010353793914687518,0.009872687665867722,0.37240808257957425,7.518069712700291e-06,5.658234618063676e-05,0.009073513114451436,0.01144583287603603,12
2023-04-01,EDU,0.01641952315744915,0.007579206118648829,0.014810069071600653,0.3828202736458059,2.2249658543938277e-05,0.00015939098158864915,0.00964154688390409,0.026305080037565234,12
2023-05-01,EDU,0.01082901702204104,0.016419580819216975,0.015014972042447354,0.3698837630759602,6.773466216698452e-06,0.00015591228170248523,0.010016177659575066,0.01525139638961794,12
2023-06-01,EDU,0.007764930091704914,0.010829075011548664,0.015095066355301747,0.3721485622900898,7.3643004444354455e-06,0.0001501637075882007,0.010284806658093702,0.012426399114295605,12
2023-07-01,EDU,0.0045117784253813084,0.007764988260842647,0.009961405149839916,0.3719790759021521,5.9675161551365835e-06,7.782005027559449e-05,0.010440893204059084,0.007002521917309004,12
2023-08-01,EDU,0.016852895726085438,0.00451183678523295,0.012558416851483123,0.38595850102310864,3.836261939686061e-05,0.0003190271258944151,0.01102391945364985,0.02539496872734933,12
2023-09-01,EDU,0.013670702864956126,0.016852953362447076,0.015104510780811719,0.37204268666236046,8.331040192566174e-06,0.000320116380468253,0.01149685806336932,0.020503071421649446,12
2023-10-01,EDU,0.007507287718482681,0.01367076068787176,0.016395933312500843,0.36937018089790213,5.639939641569758e-06,0.0001760392161535165,0.011756573950069583,0.011923585173377046,12
2023-11-01,EDU,0.010442315345411738,0.007507345902724532,0.013632206969246894,0.377526446493745,1.4285550495331824e-05,7.411019603889678e-05,0.012117826820386549,0.016415958666882807,12
2023-12-01,EDU,0.007190592379863856,0.010442373357589496,0.0108385048406787,0.3719803566557134,7.0721399029335435e-06,2.506751143524842e-05,0.012366586663908958,0.008628978330166756,12
2024-01-01,EDU,0.007891608227152444,0.007190650582671766,0.01100419291429923,0.37552377484181626,1.127156229035595e-05,2.283586502811183e-05,0.012639598079698734,0.010515759687126314,12
2024-02-01,EDU,0.014796995309818567,0.007891666388863754,0.01288158045480247,0.38108566064043653,1.9257117925065717e-05,0.00013780275039006364,0.013151500662524403,0.02005395220588629,12
2024-03-01,EDU,0.007751595551131489,0.014797053066706034,0.013123439873296868,0.3685795290327621,5.380214188937126e-06,0.0001265070679408236,0.013419668353961866,0.010389064092055237,12
2024-04-01,EDU,0.010210389586152537,0.007751653721050952,0.014123111782167196,0.3770995286399977,1.3528027600126266e-05,9.970714472863462e-05,0.013772897776117005,0.013490036152406383,12
2024-05-01,EDU,0.005632606280270041,0.010210447611926793,0.010172164773196225,0.3707916147356674,5.665651341792498e-06,4.0927421244590055e-05,0.013967759248251669,0.0066746779902215865,12
2024-06-01,EDU,0.01179842650162934,0.005632664574413876,0.011916832594272815,0.3804226786448432,2.1512817203433443e-05,7.99204600046389e-05,0.014375926646727735,0.015602410572868633,12
2024-07-01,EDU,0.020988508238214583,0.01179848443430596,0.01656348994517716,0.3831337667687996,1.8270112479880288e-05,0.0004656260429753773,0.015102023992493654,0.028012391069295216,12
2024-08-01,EDU,0.015605639948878364,0.02098856563212862,0.02086305944362479,0.370069899260194,7.63629403745161e-06,0.00016625739381210682,0.01564190155474187,0.020347332322634457,12
2024-09-01,EDU,0.00882502606729214,0.015605697658359565,0.019581168472536638,0.3688168953594456,5.8078654216989976e-06,0.0002896882091732137,0.01594720446621374,0.01446249843084193,12
2024-10-01,EDU,0.01303159738461558,0.008825084174282434,0.016150788876437755,0.3786663171632504,1.516579033627799e-05,9.136018491733868e-05,0.016398033286542716,0.018161167298010063,12
2024-11-01,EDU,0.011674807881269664,0.013031655244998356,0.014456130438192598,0.373679062795774,9.201004680897792e-06,3.594401914035826e-05,0.016801924111362363,0.015344036434525315,12
2024-12-01,EDU,0.008845504111744186,0.011674865821193346,0.014464958922908435,0.37235903279198723,7.781365882214377e-06,3.5569518153386054e-05,0.01710793545870889,0.011077281499187625,12
2022-09-01,EEntertainment,5.5184472306165104e-05,7.000633390640106e-05,0.0002755308485734195,0.374882117307634,8.104441904540667e-06,5.295964204449973e-07,2.1829710091210808e-05,4.619906606601913e-05,14
2021-08-01,Educatino,0.000276156858951481,0.000561955605507165,0.0003974871258108347,0.3746392010488518,5.048077603766682e-06,4.5127439081073153e-07,3.1616010313232856e-05,0.00021559086139024105,19
2022-06-01,Educatino,0.00023424830286357626,0.0002762154671136912,0.00046236622279235523,0.3748577829899704,8.712039728461585e-06,2.478532257588701e-07,3.972183473955415e-05,0.00016576110517072895,19
2019-03-01,Education,0.0023730133641224425,0.0005462398978955239,0.0026179536886435707,0.37653300864807493,4.4618318847928934e-05,1.3960155912955737e-05,0.00020979587041621012,0.003481470055859118,21
2019-04-01,Education,0.002135849035352254,0.002373071849357799,0.0021794038432241787,0.374682746669934,9.243884541099618e-06,7.694478430724023e-06,0.0002836873796683463,0.0033482429042409373,21
2019-05-01,Education,0.0021020364503267857,0.002135907534491216,0.002850163368029962,0.37486504059348413,1.0107718385980592e-05,1.6995563867235633e-07,0.0003564091459646516,0.0031583620488113444,21
2019-06-01,Education,0.0014991247229712466,0.002102094951447988,0.0024734129156214492,0.37435487375825605,7.324608688694093e-06,1.0007311854692194e-06,0.00040827324209078867,0.0023405181420385283,21
2019-07-01,Education,0.003324528080754643,0.0014991832594377587,0.0029858756563362443,0.3765317278945137,2.277550161073848e-05,6.745080034383989e-06,0.0005232869825788964,0.0056348954175672655,21
2019-08-01,Education,0.0007166729314663888,0.0033245865102080664,0.0023886183996297784,0.37255754959397974,2.214066577141389e-06,1.3964665025522044e-05,0.000548082238191932,0.0010460309066951895,21
2019-09-01,Education,0.0021015602167348776,0.0007167315138036298,0.0026483401011539033,0.37613682887979744,3.0114996075675236e-05,1.327487219748526e-05,0.0006207875292353382,0.003950410900972637,21
2019-10-01,Education,0.0019963125929232076,0.0021016187178839987,0.0020757204762125716,0.374801002915422,9.755970598783112e-06,4.634993383419598e-06,0.0006898517893880595,0.003589014909304044,21
2019-11-01,Education,0.004603691508619554,0.0019963711002424027,0.0037514900634377955,0.3772327270103668,2.3684026351945852e-05,1.69861854554408e-05,0.0008491180591629538,0.008855993329217418,21
2019-12-01,Education,0.0017077150362269542,0.00460374986308285,0.003581695717856411,0.37229926429246263,3.8097503275456555e-06,1.984304929399516e-05,0.0009081983160588647,0.0029186392959931707,21
2020-01-01,Education,0.001412926442835897,0.0017077735604649944,0.0033301865602539974,0.3746310896096306,8.497475187287458e-06,2.424378163474406e-05,0.0009570803914102779,0.0032274866910640587,21
2020-02-01,Education,0.002283481448843737,0.0014129849843557273,0.002329898710589541,0.3756757575977503,1.6597992792489064e-05,1.5286492893399783e-06,0.0010360792290611126,0.005567328065226825,21
2020-03-01,Education,0.0019258300213208222,0.002283539939327844,0.0024239323384931378,0.37457473645293593,8.66174216321159e-06,1.493010263413866e-06,0.0011027051517847777,0.0031183492796284817,21
2020-04-01,Education,0.0021477548751499542,0.0019258885327720127,0.0027407312202731575,0.3750942954809464,1.1453784928496939e-05,2.541296699337219e-07,0.0011770085423593896,0.003727159445246256,21
2020-05-01,Education,0.0036288413459838608,0.002147813373590944,0.003320742134744029,0.3762230662862544,1.735253866968586e-05,6.68403635346439e-06,0.0013025499694499757,0.005924655698730998,21
2020-06-01,Education,0.0010457503434748226,0.003628899757597116,0.0029413226055609596,0.37257974932237464,2.959735273677603e-06,1.3100617309506311e-05,0.001338729624816239,0.0018705700454246252,21
2020-07-01,Education,0.001517221599463751,0.0010458089065201136,0.00266948740175231,0.37531800043631003,1.4900392877539468e-05,1.4755283001769864e-05,0.001391219780552539,0.004060714125564418,21
2020-08-01,Education,0.0019910740234122194,0.0015172801348693453,0.0019634139380831674,0.37532013502557876,1.3477782706863559e-05,1.7420271691578215e-06,0.001460102812923371,0.003723854689768577,21
2020-09-01,Education,0.002935921469757708,0.0019911325310385227,0.0027783036087149875,0.3757423567829349,1.5143882532829428e-05,4.067728276365281e-06,0.0015616727470458727,0.004778802571902948,21
2020-10-01,Education,0.0021615656493152867,0.002935979921992942,0.0030560929068668774,0.374201183330907,7.561522929997232e-06,1.977223164440649e-06,0.0016364539199545563,0.004212351221353212,21
